TrialType,BlockType,Response,RT,BlockTrial,Trial,Epoch,alpha,egs,r
Neutral,MostlyReward,f,645,6,6,42,0.2,0.05,1
Reward,MostlyReward,f,645,7,7,42,0.2,0.05,1
Reward,MostlyPunishment,j,645,0,8,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,9,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,2,10,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,3,11,42,0.2,0.05,1
Neutral,MostlyPunishment,f,645,4,12,42,0.2,0.05,1
Punishment,MostlyPunishment,f,645,5,13,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,6,14,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,15,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,16,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,17,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,2,18,42,0.2,0.05,1
Neutral,MostlyPunishment,j,645,3,19,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,4,20,42,0.2,0.05,1
Neutral,MostlyPunishment,f,645,5,21,42,0.2,0.05,1
Punishment,MostlyPunishment,f,645,6,22,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,23,42,0.2,0.05,1
Reward,MostlyReward,j,645,0,24,42,0.2,0.05,1
Reward,MostlyReward,j,645,1,25,42,0.2,0.05,1
Punishment,MostlyReward,j,645,2,26,42,0.2,0.05,1
Reward,MostlyReward,j,645,3,27,42,0.2,0.05,1
Punishment,MostlyReward,j,645,4,28,42,0.2,0.05,1
Reward,MostlyReward,j,645,5,29,42,0.2,0.05,1
Reward,MostlyReward,j,645,6,30,42,0.2,0.05,1
Reward,MostlyReward,j,645,7,31,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,32,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,33,42,0.2,0.05,1
Reward,MostlyPunishment,j,645,2,34,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,3,35,42,0.2,0.05,1
Reward,MostlyPunishment,j,645,4,36,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,5,37,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,6,38,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,39,42,0.2,0.05,1
Reward,MostlyReward,j,645,0,40,42,0.2,0.05,1
Neutral,MostlyReward,j,645,1,41,42,0.2,0.05,1
Reward,MostlyReward,j,645,2,42,42,0.2,0.05,1
Reward,MostlyReward,j,645,3,43,42,0.2,0.05,1
Reward,MostlyReward,j,645,4,44,42,0.2,0.05,1
Reward,MostlyReward,j,645,5,45,42,0.2,0.05,1
Neutral,MostlyReward,j,645,6,46,42,0.2,0.05,1
Reward,MostlyReward,j,645,7,47,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,48,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,49,42,0.2,0.05,1
Reward,MostlyPunishment,j,645,2,50,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,3,51,42,0.2,0.05,1
Reward,MostlyPunishment,j,645,4,52,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,5,53,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,6,54,42,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,55,42,0.2,0.05,1
Reward,MostlyReward,j,645,0,56,42,0.2,0.05,1
Reward,MostlyReward,j,645,1,57,42,0.2,0.05,1
Punishment,MostlyReward,j,645,2,58,42,0.2,0.05,1
Reward,MostlyReward,j,645,3,59,42,0.2,0.05,1
Punishment,MostlyReward,j,645,4,60,42,0.2,0.05,1
Reward,MostlyReward,j,645,5,61,42,0.2,0.05,1
Reward,MostlyReward,j,645,6,62,42,0.2,0.05,1
Reward,MostlyReward,j,645,7,63,42,0.2,0.05,1
Reward,MostlyReward,j,645,0,0,43,0.2,0.05,1
Reward,MostlyReward,f,645,1,1,43,0.2,0.05,1
Punishment,MostlyReward,j,645,2,2,43,0.2,0.05,1
Reward,MostlyReward,f,645,3,3,43,0.2,0.05,1
Reward,MostlyReward,f,645,4,4,43,0.2,0.05,1
Reward,MostlyReward,j,645,5,5,43,0.2,0.05,1
Neutral,MostlyReward,f,645,6,6,43,0.2,0.05,1
Reward,MostlyReward,f,645,7,7,43,0.2,0.05,1
Reward,MostlyPunishment,j,645,0,8,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,9,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,2,10,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,3,11,43,0.2,0.05,1
Neutral,MostlyPunishment,f,645,4,12,43,0.2,0.05,1
Punishment,MostlyPunishment,f,645,5,13,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,6,14,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,15,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,16,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,17,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,2,18,43,0.2,0.05,1
Neutral,MostlyPunishment,j,645,3,19,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,4,20,43,0.2,0.05,1
Neutral,MostlyPunishment,f,645,5,21,43,0.2,0.05,1
Punishment,MostlyPunishment,f,645,6,22,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,23,43,0.2,0.05,1
Reward,MostlyReward,j,645,0,24,43,0.2,0.05,1
Reward,MostlyReward,j,645,1,25,43,0.2,0.05,1
Punishment,MostlyReward,j,645,2,26,43,0.2,0.05,1
Reward,MostlyReward,j,645,3,27,43,0.2,0.05,1
Punishment,MostlyReward,j,645,4,28,43,0.2,0.05,1
Reward,MostlyReward,j,645,5,29,43,0.2,0.05,1
Reward,MostlyReward,j,645,6,30,43,0.2,0.05,1
Reward,MostlyReward,j,645,7,31,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,32,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,33,43,0.2,0.05,1
Reward,MostlyPunishment,j,645,2,34,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,3,35,43,0.2,0.05,1
Reward,MostlyPunishment,j,645,4,36,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,5,37,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,6,38,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,39,43,0.2,0.05,1
Reward,MostlyReward,j,645,0,40,43,0.2,0.05,1
Neutral,MostlyReward,j,645,1,41,43,0.2,0.05,1
Reward,MostlyReward,j,645,2,42,43,0.2,0.05,1
Reward,MostlyReward,j,645,3,43,43,0.2,0.05,1
Reward,MostlyReward,j,645,4,44,43,0.2,0.05,1
Reward,MostlyReward,j,645,5,45,43,0.2,0.05,1
Neutral,MostlyReward,j,645,6,46,43,0.2,0.05,1
Reward,MostlyReward,j,645,7,47,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,48,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,49,43,0.2,0.05,1
Reward,MostlyPunishment,j,645,2,50,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,3,51,43,0.2,0.05,1
Reward,MostlyPunishment,j,645,4,52,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,5,53,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,6,54,43,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,55,43,0.2,0.05,1
Reward,MostlyReward,j,645,0,56,43,0.2,0.05,1
Reward,MostlyReward,j,645,1,57,43,0.2,0.05,1
Punishment,MostlyReward,j,645,2,58,43,0.2,0.05,1
Reward,MostlyReward,j,645,3,59,43,0.2,0.05,1
Punishment,MostlyReward,j,645,4,60,43,0.2,0.05,1
Reward,MostlyReward,j,645,5,61,43,0.2,0.05,1
Reward,MostlyReward,j,645,6,62,43,0.2,0.05,1
Reward,MostlyReward,j,645,7,63,43,0.2,0.05,1
Reward,MostlyReward,j,645,0,0,44,0.2,0.05,1
Reward,MostlyReward,f,645,1,1,44,0.2,0.05,1
Punishment,MostlyReward,j,645,2,2,44,0.2,0.05,1
Reward,MostlyReward,f,645,3,3,44,0.2,0.05,1
Reward,MostlyReward,f,645,4,4,44,0.2,0.05,1
Reward,MostlyReward,j,645,5,5,44,0.2,0.05,1
Neutral,MostlyReward,f,645,6,6,44,0.2,0.05,1
Reward,MostlyReward,f,645,7,7,44,0.2,0.05,1
Reward,MostlyPunishment,j,645,0,8,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,9,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,2,10,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,3,11,44,0.2,0.05,1
Neutral,MostlyPunishment,f,645,4,12,44,0.2,0.05,1
Punishment,MostlyPunishment,f,645,5,13,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,6,14,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,15,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,16,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,17,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,2,18,44,0.2,0.05,1
Neutral,MostlyPunishment,j,645,3,19,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,4,20,44,0.2,0.05,1
Neutral,MostlyPunishment,f,645,5,21,44,0.2,0.05,1
Punishment,MostlyPunishment,f,645,6,22,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,23,44,0.2,0.05,1
Reward,MostlyReward,j,645,0,24,44,0.2,0.05,1
Reward,MostlyReward,j,645,1,25,44,0.2,0.05,1
Punishment,MostlyReward,j,645,2,26,44,0.2,0.05,1
Reward,MostlyReward,j,645,3,27,44,0.2,0.05,1
Punishment,MostlyReward,j,645,4,28,44,0.2,0.05,1
Reward,MostlyReward,j,645,5,29,44,0.2,0.05,1
Reward,MostlyReward,j,645,6,30,44,0.2,0.05,1
Reward,MostlyReward,j,645,7,31,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,32,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,33,44,0.2,0.05,1
Reward,MostlyPunishment,j,645,2,34,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,3,35,44,0.2,0.05,1
Reward,MostlyPunishment,j,645,4,36,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,5,37,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,6,38,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,39,44,0.2,0.05,1
Reward,MostlyReward,j,645,0,40,44,0.2,0.05,1
Neutral,MostlyReward,j,645,1,41,44,0.2,0.05,1
Reward,MostlyReward,j,645,2,42,44,0.2,0.05,1
Reward,MostlyReward,j,645,3,43,44,0.2,0.05,1
Reward,MostlyReward,j,645,4,44,44,0.2,0.05,1
Reward,MostlyReward,j,645,5,45,44,0.2,0.05,1
Neutral,MostlyReward,j,645,6,46,44,0.2,0.05,1
Reward,MostlyReward,j,645,7,47,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,48,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,49,44,0.2,0.05,1
Reward,MostlyPunishment,j,645,2,50,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,3,51,44,0.2,0.05,1
Reward,MostlyPunishment,j,645,4,52,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,5,53,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,6,54,44,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,55,44,0.2,0.05,1
Reward,MostlyReward,j,645,0,56,44,0.2,0.05,1
Reward,MostlyReward,j,645,1,57,44,0.2,0.05,1
Punishment,MostlyReward,j,645,2,58,44,0.2,0.05,1
Reward,MostlyReward,j,645,3,59,44,0.2,0.05,1
Punishment,MostlyReward,j,645,4,60,44,0.2,0.05,1
Reward,MostlyReward,j,645,5,61,44,0.2,0.05,1
Reward,MostlyReward,j,645,6,62,44,0.2,0.05,1
Reward,MostlyReward,j,645,7,63,44,0.2,0.05,1
Reward,MostlyReward,j,645,0,0,45,0.2,0.05,1
Reward,MostlyReward,f,645,1,1,45,0.2,0.05,1
Punishment,MostlyReward,j,645,2,2,45,0.2,0.05,1
Reward,MostlyReward,f,645,3,3,45,0.2,0.05,1
Reward,MostlyReward,f,645,4,4,45,0.2,0.05,1
Reward,MostlyReward,j,645,5,5,45,0.2,0.05,1
Neutral,MostlyReward,f,645,6,6,45,0.2,0.05,1
Reward,MostlyReward,f,645,7,7,45,0.2,0.05,1
Reward,MostlyPunishment,j,645,0,8,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,9,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,2,10,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,3,11,45,0.2,0.05,1
Neutral,MostlyPunishment,f,645,4,12,45,0.2,0.05,1
Punishment,MostlyPunishment,f,645,5,13,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,6,14,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,15,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,16,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,17,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,2,18,45,0.2,0.05,1
Neutral,MostlyPunishment,j,645,3,19,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,4,20,45,0.2,0.05,1
Neutral,MostlyPunishment,f,645,5,21,45,0.2,0.05,1
Punishment,MostlyPunishment,f,645,6,22,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,23,45,0.2,0.05,1
Reward,MostlyReward,j,645,0,24,45,0.2,0.05,1
Reward,MostlyReward,j,645,1,25,45,0.2,0.05,1
Punishment,MostlyReward,j,645,2,26,45,0.2,0.05,1
Reward,MostlyReward,j,645,3,27,45,0.2,0.05,1
Punishment,MostlyReward,j,645,4,28,45,0.2,0.05,1
Reward,MostlyReward,j,645,5,29,45,0.2,0.05,1
Reward,MostlyReward,j,645,6,30,45,0.2,0.05,1
Reward,MostlyReward,j,645,7,31,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,32,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,33,45,0.2,0.05,1
Reward,MostlyPunishment,j,645,2,34,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,3,35,45,0.2,0.05,1
Reward,MostlyPunishment,j,645,4,36,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,5,37,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,6,38,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,39,45,0.2,0.05,1
Reward,MostlyReward,j,645,0,40,45,0.2,0.05,1
Neutral,MostlyReward,j,645,1,41,45,0.2,0.05,1
Reward,MostlyReward,j,645,2,42,45,0.2,0.05,1
Reward,MostlyReward,j,645,3,43,45,0.2,0.05,1
Reward,MostlyReward,j,645,4,44,45,0.2,0.05,1
Reward,MostlyReward,j,645,5,45,45,0.2,0.05,1
Neutral,MostlyReward,j,645,6,46,45,0.2,0.05,1
Reward,MostlyReward,j,645,7,47,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,48,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,49,45,0.2,0.05,1
Reward,MostlyPunishment,j,645,2,50,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,3,51,45,0.2,0.05,1
Reward,MostlyPunishment,j,645,4,52,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,5,53,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,6,54,45,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,55,45,0.2,0.05,1
Reward,MostlyReward,j,645,0,56,45,0.2,0.05,1
Reward,MostlyReward,j,645,1,57,45,0.2,0.05,1
Punishment,MostlyReward,j,645,2,58,45,0.2,0.05,1
Reward,MostlyReward,j,645,3,59,45,0.2,0.05,1
Punishment,MostlyReward,j,645,4,60,45,0.2,0.05,1
Reward,MostlyReward,j,645,5,61,45,0.2,0.05,1
Reward,MostlyReward,j,645,6,62,45,0.2,0.05,1
Reward,MostlyReward,j,645,7,63,45,0.2,0.05,1
Reward,MostlyReward,j,645,0,0,46,0.2,0.05,1
Reward,MostlyReward,f,645,1,1,46,0.2,0.05,1
Punishment,MostlyReward,j,645,2,2,46,0.2,0.05,1
Reward,MostlyReward,f,645,3,3,46,0.2,0.05,1
Reward,MostlyReward,f,645,4,4,46,0.2,0.05,1
Reward,MostlyReward,j,645,5,5,46,0.2,0.05,1
Neutral,MostlyReward,f,645,6,6,46,0.2,0.05,1
Reward,MostlyReward,f,645,7,7,46,0.2,0.05,1
Reward,MostlyPunishment,j,645,0,8,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,9,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,2,10,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,3,11,46,0.2,0.05,1
Neutral,MostlyPunishment,f,645,4,12,46,0.2,0.05,1
Punishment,MostlyPunishment,f,645,5,13,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,6,14,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,15,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,16,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,17,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,2,18,46,0.2,0.05,1
Neutral,MostlyPunishment,j,645,3,19,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,4,20,46,0.2,0.05,1
Neutral,MostlyPunishment,f,645,5,21,46,0.2,0.05,1
Punishment,MostlyPunishment,f,645,6,22,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,23,46,0.2,0.05,1
Reward,MostlyReward,j,645,0,24,46,0.2,0.05,1
Reward,MostlyReward,j,645,1,25,46,0.2,0.05,1
Punishment,MostlyReward,j,645,2,26,46,0.2,0.05,1
Reward,MostlyReward,j,645,3,27,46,0.2,0.05,1
Punishment,MostlyReward,j,645,4,28,46,0.2,0.05,1
Reward,MostlyReward,j,645,5,29,46,0.2,0.05,1
Reward,MostlyReward,j,645,6,30,46,0.2,0.05,1
Reward,MostlyReward,j,645,7,31,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,32,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,33,46,0.2,0.05,1
Reward,MostlyPunishment,j,645,2,34,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,3,35,46,0.2,0.05,1
Reward,MostlyPunishment,j,645,4,36,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,5,37,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,6,38,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,39,46,0.2,0.05,1
Reward,MostlyReward,j,645,0,40,46,0.2,0.05,1
Neutral,MostlyReward,j,645,1,41,46,0.2,0.05,1
Reward,MostlyReward,j,645,2,42,46,0.2,0.05,1
Reward,MostlyReward,j,645,3,43,46,0.2,0.05,1
Reward,MostlyReward,j,645,4,44,46,0.2,0.05,1
Reward,MostlyReward,j,645,5,45,46,0.2,0.05,1
Neutral,MostlyReward,j,645,6,46,46,0.2,0.05,1
Reward,MostlyReward,j,645,7,47,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,48,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,49,46,0.2,0.05,1
Reward,MostlyPunishment,j,645,2,50,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,3,51,46,0.2,0.05,1
Reward,MostlyPunishment,j,645,4,52,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,5,53,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,6,54,46,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,55,46,0.2,0.05,1
Reward,MostlyReward,j,645,0,56,46,0.2,0.05,1
Reward,MostlyReward,j,645,1,57,46,0.2,0.05,1
Punishment,MostlyReward,j,645,2,58,46,0.2,0.05,1
Reward,MostlyReward,j,645,3,59,46,0.2,0.05,1
Punishment,MostlyReward,j,645,4,60,46,0.2,0.05,1
Reward,MostlyReward,j,645,5,61,46,0.2,0.05,1
Reward,MostlyReward,j,645,6,62,46,0.2,0.05,1
Reward,MostlyReward,j,645,7,63,46,0.2,0.05,1
Reward,MostlyReward,j,645,0,0,47,0.2,0.05,1
Reward,MostlyReward,f,645,1,1,47,0.2,0.05,1
Punishment,MostlyReward,j,645,2,2,47,0.2,0.05,1
Reward,MostlyReward,f,645,3,3,47,0.2,0.05,1
Reward,MostlyReward,f,645,4,4,47,0.2,0.05,1
Reward,MostlyReward,j,645,5,5,47,0.2,0.05,1
Neutral,MostlyReward,f,645,6,6,47,0.2,0.05,1
Reward,MostlyReward,f,645,7,7,47,0.2,0.05,1
Reward,MostlyPunishment,j,645,0,8,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,9,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,2,10,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,3,11,47,0.2,0.05,1
Neutral,MostlyPunishment,f,645,4,12,47,0.2,0.05,1
Punishment,MostlyPunishment,f,645,5,13,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,6,14,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,15,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,16,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,17,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,2,18,47,0.2,0.05,1
Neutral,MostlyPunishment,j,645,3,19,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,4,20,47,0.2,0.05,1
Neutral,MostlyPunishment,f,645,5,21,47,0.2,0.05,1
Punishment,MostlyPunishment,f,645,6,22,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,23,47,0.2,0.05,1
Reward,MostlyReward,j,645,0,24,47,0.2,0.05,1
Reward,MostlyReward,j,645,1,25,47,0.2,0.05,1
Punishment,MostlyReward,j,645,2,26,47,0.2,0.05,1
Reward,MostlyReward,j,645,3,27,47,0.2,0.05,1
Punishment,MostlyReward,j,645,4,28,47,0.2,0.05,1
Reward,MostlyReward,j,645,5,29,47,0.2,0.05,1
Reward,MostlyReward,j,645,6,30,47,0.2,0.05,1
Reward,MostlyReward,j,645,7,31,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,32,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,33,47,0.2,0.05,1
Reward,MostlyPunishment,j,645,2,34,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,3,35,47,0.2,0.05,1
Reward,MostlyPunishment,j,645,4,36,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,5,37,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,6,38,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,39,47,0.2,0.05,1
Reward,MostlyReward,j,645,0,40,47,0.2,0.05,1
Neutral,MostlyReward,j,645,1,41,47,0.2,0.05,1
Reward,MostlyReward,j,645,2,42,47,0.2,0.05,1
Reward,MostlyReward,j,645,3,43,47,0.2,0.05,1
Reward,MostlyReward,j,645,4,44,47,0.2,0.05,1
Reward,MostlyReward,j,645,5,45,47,0.2,0.05,1
Neutral,MostlyReward,j,645,6,46,47,0.2,0.05,1
Reward,MostlyReward,j,645,7,47,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,48,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,49,47,0.2,0.05,1
Reward,MostlyPunishment,j,645,2,50,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,3,51,47,0.2,0.05,1
Reward,MostlyPunishment,j,645,4,52,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,5,53,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,6,54,47,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,55,47,0.2,0.05,1
Reward,MostlyReward,j,645,0,56,47,0.2,0.05,1
Reward,MostlyReward,j,645,1,57,47,0.2,0.05,1
Punishment,MostlyReward,j,645,2,58,47,0.2,0.05,1
Reward,MostlyReward,j,645,3,59,47,0.2,0.05,1
Punishment,MostlyReward,j,645,4,60,47,0.2,0.05,1
Reward,MostlyReward,j,645,5,61,47,0.2,0.05,1
Reward,MostlyReward,j,645,6,62,47,0.2,0.05,1
Reward,MostlyReward,j,645,7,63,47,0.2,0.05,1
Reward,MostlyReward,j,645,0,0,48,0.2,0.05,1
Reward,MostlyReward,f,645,1,1,48,0.2,0.05,1
Punishment,MostlyReward,j,645,2,2,48,0.2,0.05,1
Reward,MostlyReward,f,645,3,3,48,0.2,0.05,1
Reward,MostlyReward,f,645,4,4,48,0.2,0.05,1
Reward,MostlyReward,j,645,5,5,48,0.2,0.05,1
Neutral,MostlyReward,f,645,6,6,48,0.2,0.05,1
Reward,MostlyReward,f,645,7,7,48,0.2,0.05,1
Reward,MostlyPunishment,j,645,0,8,48,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,9,48,0.2,0.05,1
Punishment,MostlyPunishment,j,645,2,10,48,0.2,0.05,1
Punishment,MostlyPunishment,j,645,3,11,48,0.2,0.05,1
Neutral,MostlyPunishment,f,645,4,12,48,0.2,0.05,1
Punishment,MostlyPunishment,f,645,5,13,48,0.2,0.05,1
Punishment,MostlyPunishment,j,645,6,14,48,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,15,48,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,16,48,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,17,48,0.2,0.05,1
Punishment,MostlyPunishment,j,645,2,18,48,0.2,0.05,1
Neutral,MostlyPunishment,j,645,3,19,48,0.2,0.05,1
Punishment,MostlyPunishment,j,645,4,20,48,0.2,0.05,1
Neutral,MostlyPunishment,f,645,5,21,48,0.2,0.05,1
Punishment,MostlyPunishment,f,645,6,22,48,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,23,48,0.2,0.05,1
Reward,MostlyReward,j,645,0,24,48,0.2,0.05,1
Reward,MostlyReward,j,645,1,25,48,0.2,0.05,1
Punishment,MostlyReward,j,645,2,26,48,0.2,0.05,1
Reward,MostlyReward,j,645,3,27,48,0.2,0.05,1
Punishment,MostlyReward,j,645,4,28,48,0.2,0.05,1
Reward,MostlyReward,j,645,5,29,48,0.2,0.05,1
Reward,MostlyReward,j,645,6,30,48,0.2,0.05,1
Reward,MostlyReward,j,645,7,31,48,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,32,48,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,33,48,0.2,0.05,1
Reward,MostlyPunishment,j,645,2,34,48,0.2,0.05,1
Punishment,MostlyPunishment,j,645,3,35,48,0.2,0.05,1
Reward,MostlyPunishment,j,645,4,36,48,0.2,0.05,1
Punishment,MostlyPunishment,j,645,5,37,48,0.2,0.05,1
Punishment,MostlyPunishment,j,645,6,38,48,0.2,0.05,1
Punishment,MostlyPunishment,j,645,7,39,48,0.2,0.05,1
Reward,MostlyReward,j,645,0,40,48,0.2,0.05,1
Neutral,MostlyReward,j,645,1,41,48,0.2,0.05,1
Reward,MostlyReward,j,645,2,42,48,0.2,0.05,1
Reward,MostlyReward,j,645,3,43,48,0.2,0.05,1
Reward,MostlyReward,j,645,4,44,48,0.2,0.05,1
Reward,MostlyReward,j,645,5,45,48,0.2,0.05,1
Neutral,MostlyReward,j,645,6,46,48,0.2,0.05,1
Reward,MostlyReward,j,645,7,47,48,0.2,0.05,1
Punishment,MostlyPunishment,j,645,0,48,48,0.2,0.05,1
Punishment,MostlyPunishment,j,645,1,49,48,0.2,0.05,1
