TrialType,BlockType,Response,RT,BlockTrial,Trial,Epoch,ans,bll,lf
Punishment,MostlyPunishment,j,1284,2,18,63,0.05,0.5,0.5
Neutral,MostlyPunishment,j,1136,3,19,63,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1336,4,20,63,0.05,0.5,0.5
Neutral,MostlyPunishment,j,1125,5,21,63,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1124,6,22,63,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1300,7,23,63,0.05,0.5,0.5
Reward,MostlyReward,j,1129,0,24,63,0.05,0.5,0.5
Reward,MostlyReward,j,1111,1,25,63,0.05,0.5,0.5
Punishment,MostlyReward,j,1118,2,26,63,0.05,0.5,0.5
Reward,MostlyReward,j,1107,3,27,63,0.05,0.5,0.5
Punishment,MostlyReward,j,1106,4,28,63,0.05,0.5,0.5
Reward,MostlyReward,j,1103,5,29,63,0.05,0.5,0.5
Reward,MostlyReward,j,1112,6,30,63,0.05,0.5,0.5
Reward,MostlyReward,j,1105,7,31,63,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1357,0,32,63,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1092,1,33,63,0.05,0.5,0.5
Reward,MostlyPunishment,j,1102,2,34,63,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1315,3,35,63,0.05,0.5,0.5
Reward,MostlyPunishment,j,1332,4,36,63,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1313,5,37,63,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1097,6,38,63,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1118,7,39,63,0.05,0.5,0.5
Reward,MostlyReward,j,1096,0,40,63,0.05,0.5,0.5
Neutral,MostlyReward,j,1291,1,41,63,0.05,0.5,0.5
Reward,MostlyReward,j,1083,2,42,63,0.05,0.5,0.5
Reward,MostlyReward,j,1102,3,43,63,0.05,0.5,0.5
Reward,MostlyReward,j,1290,4,44,63,0.05,0.5,0.5
Reward,MostlyReward,j,1089,5,45,63,0.05,0.5,0.5
Neutral,MostlyReward,j,1299,6,46,63,0.05,0.5,0.5
Reward,MostlyReward,j,1289,7,47,63,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1269,0,48,63,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1257,1,49,63,0.05,0.5,0.5
Reward,MostlyPunishment,j,1273,2,50,63,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1233,3,51,63,0.05,0.5,0.5
Reward,MostlyPunishment,j,1081,4,52,63,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1260,5,53,63,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1082,6,54,63,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1079,7,55,63,0.05,0.5,0.5
Reward,MostlyReward,j,1079,0,56,63,0.05,0.5,0.5
Reward,MostlyReward,j,1218,1,57,63,0.05,0.5,0.5
Punishment,MostlyReward,j,1225,2,58,63,0.05,0.5,0.5
Reward,MostlyReward,j,1226,3,59,63,0.05,0.5,0.5
Punishment,MostlyReward,j,1219,4,60,63,0.05,0.5,0.5
Reward,MostlyReward,j,1241,5,61,63,0.05,0.5,0.5
Reward,MostlyReward,j,1233,6,62,63,0.05,0.5,0.5
Reward,MostlyReward,j,1081,7,63,63,0.05,0.5,0.5
Reward,MostlyReward,f,1107,0,0,64,0.05,0.5,0.5
Reward,MostlyReward,f,1264,1,1,64,0.05,0.5,0.5
Punishment,MostlyReward,f,1592,2,2,64,0.05,0.5,0.5
Reward,MostlyReward,f,1456,3,3,64,0.05,0.5,0.5
Reward,MostlyReward,f,1213,4,4,64,0.05,0.5,0.5
Reward,MostlyReward,f,1186,5,5,64,0.05,0.5,0.5
Neutral,MostlyReward,f,1159,6,6,64,0.05,0.5,0.5
Reward,MostlyReward,f,1525,7,7,64,0.05,0.5,0.5
Reward,MostlyPunishment,f,1161,0,8,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1460,1,9,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1127,2,10,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1535,3,11,64,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1416,4,12,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1151,5,13,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1375,6,14,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1128,7,15,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1119,0,16,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1137,1,17,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1133,2,18,64,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1419,3,19,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1121,4,20,64,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1366,5,21,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1134,6,22,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1115,7,23,64,0.05,0.5,0.5
Reward,MostlyReward,f,1124,0,24,64,0.05,0.5,0.5
Reward,MostlyReward,f,1461,1,25,64,0.05,0.5,0.5
Punishment,MostlyReward,f,1114,2,26,64,0.05,0.5,0.5
Reward,MostlyReward,f,1362,3,27,64,0.05,0.5,0.5
Punishment,MostlyReward,f,1114,4,28,64,0.05,0.5,0.5
Reward,MostlyReward,f,1325,5,29,64,0.05,0.5,0.5
Reward,MostlyReward,f,1296,6,30,64,0.05,0.5,0.5
Reward,MostlyReward,f,1316,7,31,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1283,0,32,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1109,1,33,64,0.05,0.5,0.5
Reward,MostlyPunishment,f,1102,2,34,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1095,3,35,64,0.05,0.5,0.5
Reward,MostlyPunishment,f,1087,4,36,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1088,5,37,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1100,6,38,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1103,7,39,64,0.05,0.5,0.5
Reward,MostlyReward,f,1089,0,40,64,0.05,0.5,0.5
Neutral,MostlyReward,f,1091,1,41,64,0.05,0.5,0.5
Reward,MostlyReward,f,1319,2,42,64,0.05,0.5,0.5
Reward,MostlyReward,f,1093,3,43,64,0.05,0.5,0.5
Reward,MostlyReward,f,1362,4,44,64,0.05,0.5,0.5
Reward,MostlyReward,f,1105,5,45,64,0.05,0.5,0.5
Neutral,MostlyReward,f,1082,6,46,64,0.05,0.5,0.5
Reward,MostlyReward,f,1079,7,47,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1086,0,48,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1351,1,49,64,0.05,0.5,0.5
Reward,MostlyPunishment,f,1087,2,50,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1078,3,51,64,0.05,0.5,0.5
Reward,MostlyPunishment,f,1078,4,52,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1082,5,53,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1082,6,54,64,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1263,7,55,64,0.05,0.5,0.5
Reward,MostlyReward,f,1078,0,56,64,0.05,0.5,0.5
Reward,MostlyReward,f,1317,1,57,64,0.05,0.5,0.5
Punishment,MostlyReward,f,1075,2,58,64,0.05,0.5,0.5
Reward,MostlyReward,f,1374,3,59,64,0.05,0.5,0.5
Punishment,MostlyReward,f,1083,4,60,64,0.05,0.5,0.5
Reward,MostlyReward,f,1076,5,61,64,0.05,0.5,0.5
Reward,MostlyReward,f,1289,6,62,64,0.05,0.5,0.5
Reward,MostlyReward,f,1289,7,63,64,0.05,0.5,0.5
Reward,MostlyReward,f,1033,0,0,65,0.05,0.5,0.5
Reward,MostlyReward,f,1208,1,1,65,0.05,0.5,0.5
Punishment,MostlyReward,j,2051,2,2,65,0.05,0.5,0.5
Reward,MostlyReward,f,1643,3,3,65,0.05,0.5,0.5
Reward,MostlyReward,f,1181,4,4,65,0.05,0.5,0.5
Reward,MostlyReward,f,1629,5,5,65,0.05,0.5,0.5
Neutral,MostlyReward,f,1143,6,6,65,0.05,0.5,0.5
Reward,MostlyReward,f,1511,7,7,65,0.05,0.5,0.5
Reward,MostlyPunishment,f,1490,0,8,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1134,1,9,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1148,2,10,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1134,3,11,65,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1472,4,12,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1476,5,13,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1124,6,14,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1403,7,15,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1128,0,16,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1126,1,17,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1349,2,18,65,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1373,3,19,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1124,4,20,65,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1109,5,21,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1356,6,22,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1365,7,23,65,0.05,0.5,0.5
Reward,MostlyReward,f,1334,0,24,65,0.05,0.5,0.5
Reward,MostlyReward,f,1310,1,25,65,0.05,0.5,0.5
Punishment,MostlyReward,f,1114,2,26,65,0.05,0.5,0.5
Reward,MostlyReward,f,1335,3,27,65,0.05,0.5,0.5
Punishment,MostlyReward,f,1114,4,28,65,0.05,0.5,0.5
Reward,MostlyReward,f,1276,5,29,65,0.05,0.5,0.5
Reward,MostlyReward,f,1293,6,30,65,0.05,0.5,0.5
Reward,MostlyReward,f,1259,7,31,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1103,0,32,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1098,1,33,65,0.05,0.5,0.5
Reward,MostlyPunishment,f,1284,2,34,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1099,3,35,65,0.05,0.5,0.5
Reward,MostlyPunishment,f,1094,4,36,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1256,5,37,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1249,6,38,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1093,7,39,65,0.05,0.5,0.5
Reward,MostlyReward,f,1105,0,40,65,0.05,0.5,0.5
Neutral,MostlyReward,f,1264,1,41,65,0.05,0.5,0.5
Reward,MostlyReward,f,1093,2,42,65,0.05,0.5,0.5
Reward,MostlyReward,f,1285,3,43,65,0.05,0.5,0.5
Reward,MostlyReward,f,1225,4,44,65,0.05,0.5,0.5
Reward,MostlyReward,f,1215,5,45,65,0.05,0.5,0.5
Neutral,MostlyReward,f,1237,6,46,65,0.05,0.5,0.5
Reward,MostlyReward,f,1089,7,47,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1082,0,48,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1092,1,49,65,0.05,0.5,0.5
Reward,MostlyPunishment,f,1080,2,50,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1081,3,51,65,0.05,0.5,0.5
Reward,MostlyPunishment,f,1085,4,52,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1258,5,53,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1084,6,54,65,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1198,7,55,65,0.05,0.5,0.5
Reward,MostlyReward,f,1207,0,56,65,0.05,0.5,0.5
Reward,MostlyReward,f,1232,1,57,65,0.05,0.5,0.5
Punishment,MostlyReward,f,1085,2,58,65,0.05,0.5,0.5
Reward,MostlyReward,f,1081,3,59,65,0.05,0.5,0.5
Punishment,MostlyReward,f,1074,4,60,65,0.05,0.5,0.5
Reward,MostlyReward,f,1081,5,61,65,0.05,0.5,0.5
Reward,MostlyReward,f,1243,6,62,65,0.05,0.5,0.5
Reward,MostlyReward,f,1233,7,63,65,0.05,0.5,0.5
Reward,MostlyReward,j,1025,0,0,66,0.05,0.5,0.5
Reward,MostlyReward,j,1186,1,1,66,0.05,0.5,0.5
Punishment,MostlyReward,j,1160,2,2,66,0.05,0.5,0.5
Reward,MostlyReward,f,2349,3,3,66,0.05,0.5,0.5
Reward,MostlyReward,f,1568,4,4,66,0.05,0.5,0.5
Reward,MostlyReward,j,1187,5,5,66,0.05,0.5,0.5
Neutral,MostlyReward,f,1396,6,6,66,0.05,0.5,0.5
Reward,MostlyReward,j,1149,7,7,66,0.05,0.5,0.5
Reward,MostlyPunishment,f,1442,0,8,66,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1146,1,9,66,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1334,2,10,66,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1338,3,11,66,0.05,0.5,0.5
Neutral,MostlyPunishment,j,1152,4,12,66,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1314,5,13,66,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1137,6,14,66,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1294,7,15,66,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1272,0,16,66,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1141,1,17,66,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1255,2,18,66,0.05,0.5,0.5
Neutral,MostlyPunishment,j,1133,3,19,66,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1131,4,20,66,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1282,5,21,66,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1293,6,22,66,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1134,7,23,66,0.05,0.5,0.5
Reward,MostlyReward,j,1121,0,24,66,0.05,0.5,0.5
Reward,MostlyReward,j,1117,1,25,66,0.05,0.5,0.5
Punishment,MostlyReward,j,1119,2,26,66,0.05,0.5,0.5
Reward,MostlyReward,j,1112,3,27,66,0.05,0.5,0.5
Punishment,MostlyReward,f,1289,4,28,66,0.05,0.5,0.5
Reward,MostlyReward,j,1096,5,29,66,0.05,0.5,0.5
Reward,MostlyReward,j,1103,6,30,66,0.05,0.5,0.5
Reward,MostlyReward,f,1293,7,31,66,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1103,0,32,66,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1096,1,33,66,0.05,0.5,0.5
Reward,MostlyPunishment,j,1101,2,34,66,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1101,3,35,66,0.05,0.5,0.5
Reward,MostlyPunishment,j,1096,4,36,66,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1100,5,37,66,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1085,6,38,66,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1314,7,39,66,0.05,0.5,0.5
Reward,MostlyReward,j,1110,0,40,66,0.05,0.5,0.5
Neutral,MostlyReward,j,1098,1,41,66,0.05,0.5,0.5
Reward,MostlyReward,f,1265,2,42,66,0.05,0.5,0.5
Reward,MostlyReward,j,1091,3,43,66,0.05,0.5,0.5
Reward,MostlyReward,j,1093,4,44,66,0.05,0.5,0.5
Reward,MostlyReward,f,1269,5,45,66,0.05,0.5,0.5
Neutral,MostlyReward,f,1251,6,46,66,0.05,0.5,0.5
Reward,MostlyReward,j,1089,7,47,66,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1279,0,48,66,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1091,1,49,66,0.05,0.5,0.5
Reward,MostlyPunishment,f,1241,2,50,66,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1099,3,51,66,0.05,0.5,0.5
Reward,MostlyPunishment,j,1082,4,52,66,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1085,5,53,66,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1079,6,54,66,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1097,7,55,66,0.05,0.5,0.5
Reward,MostlyReward,j,1084,0,56,66,0.05,0.5,0.5
Reward,MostlyReward,j,1084,1,57,66,0.05,0.5,0.5
Punishment,MostlyReward,j,1079,2,58,66,0.05,0.5,0.5
Reward,MostlyReward,j,1080,3,59,66,0.05,0.5,0.5
Punishment,MostlyReward,f,1254,4,60,66,0.05,0.5,0.5
Reward,MostlyReward,f,1244,5,61,66,0.05,0.5,0.5
Reward,MostlyReward,f,1224,6,62,66,0.05,0.5,0.5
Reward,MostlyReward,f,1219,7,63,66,0.05,0.5,0.5
Reward,MostlyReward,j,1094,0,0,67,0.05,0.5,0.5
Reward,MostlyReward,j,1250,1,1,67,0.05,0.5,0.5
Punishment,MostlyReward,j,1192,2,2,67,0.05,0.5,0.5
Reward,MostlyReward,f,1687,3,3,67,0.05,0.5,0.5
Reward,MostlyReward,j,1161,4,4,67,0.05,0.5,0.5
Reward,MostlyReward,j,1153,5,5,67,0.05,0.5,0.5
Neutral,MostlyReward,j,1143,6,6,67,0.05,0.5,0.5
Reward,MostlyReward,j,1164,7,7,67,0.05,0.5,0.5
Reward,MostlyPunishment,j,1127,0,8,67,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1128,1,9,67,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1125,2,10,67,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1711,3,11,67,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1541,4,12,67,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1510,5,13,67,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1118,6,14,67,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1500,7,15,67,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1492,0,16,67,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1370,1,17,67,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1125,2,18,67,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1352,3,19,67,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1309,4,20,67,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1315,5,21,67,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1305,6,22,67,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1327,7,23,67,0.05,0.5,0.5
Reward,MostlyReward,f,1261,0,24,67,0.05,0.5,0.5
Reward,MostlyReward,j,1121,1,25,67,0.05,0.5,0.5
Punishment,MostlyReward,j,1109,2,26,67,0.05,0.5,0.5
Reward,MostlyReward,j,1114,3,27,67,0.05,0.5,0.5
Punishment,MostlyReward,f,1283,4,28,67,0.05,0.5,0.5
Reward,MostlyReward,f,1248,5,29,67,0.05,0.5,0.5
Reward,MostlyReward,j,1103,6,30,67,0.05,0.5,0.5
Reward,MostlyReward,j,1114,7,31,67,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1234,0,32,67,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1230,1,33,67,0.05,0.5,0.5
Reward,MostlyPunishment,f,1274,2,34,67,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1102,3,35,67,0.05,0.5,0.5
Reward,MostlyPunishment,f,1207,4,36,67,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1101,5,37,67,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1093,6,38,67,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1095,7,39,67,0.05,0.5,0.5
Reward,MostlyReward,j,1095,0,40,67,0.05,0.5,0.5
Neutral,MostlyReward,f,1200,1,41,67,0.05,0.5,0.5
Reward,MostlyReward,f,1254,2,42,67,0.05,0.5,0.5
Reward,MostlyReward,j,1100,3,43,67,0.05,0.5,0.5
Reward,MostlyReward,f,1225,4,44,67,0.05,0.5,0.5
Reward,MostlyReward,j,1103,5,45,67,0.05,0.5,0.5
Neutral,MostlyReward,j,1089,6,46,67,0.05,0.5,0.5
Reward,MostlyReward,f,1211,7,47,67,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1183,0,48,67,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1092,1,49,67,0.05,0.5,0.5
Reward,MostlyPunishment,f,1198,2,50,67,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1185,3,51,67,0.05,0.5,0.5
Reward,MostlyPunishment,j,1094,4,52,67,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1178,5,53,67,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1169,6,54,67,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1090,7,55,67,0.05,0.5,0.5
Reward,MostlyReward,j,1091,0,56,67,0.05,0.5,0.5
Reward,MostlyReward,f,1174,1,57,67,0.05,0.5,0.5
Punishment,MostlyReward,f,1157,2,58,67,0.05,0.5,0.5
Reward,MostlyReward,j,1083,3,59,67,0.05,0.5,0.5
Punishment,MostlyReward,j,1077,4,60,67,0.05,0.5,0.5
Reward,MostlyReward,j,1088,5,61,67,0.05,0.5,0.5
Reward,MostlyReward,f,1178,6,62,67,0.05,0.5,0.5
Reward,MostlyReward,j,1078,7,63,67,0.05,0.5,0.5
Reward,MostlyReward,f,1110,0,0,68,0.05,0.5,0.5
Reward,MostlyReward,f,1438,1,1,68,0.05,0.5,0.5
Punishment,MostlyReward,f,1293,2,2,68,0.05,0.5,0.5
Reward,MostlyReward,f,1306,3,3,68,0.05,0.5,0.5
Reward,MostlyReward,f,1573,4,4,68,0.05,0.5,0.5
Reward,MostlyReward,f,1510,5,5,68,0.05,0.5,0.5
Neutral,MostlyReward,f,1432,6,6,68,0.05,0.5,0.5
Reward,MostlyReward,f,1185,7,7,68,0.05,0.5,0.5
Reward,MostlyPunishment,f,1174,0,8,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1174,1,9,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1155,2,10,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1139,3,11,68,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1515,4,12,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1509,5,13,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1140,6,14,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1136,7,15,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1477,0,16,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1383,1,17,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1345,2,18,68,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1134,3,19,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1345,4,20,68,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1135,5,21,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1128,6,22,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1119,7,23,68,0.05,0.5,0.5
Reward,MostlyReward,f,1130,0,24,68,0.05,0.5,0.5
Reward,MostlyReward,f,1107,1,25,68,0.05,0.5,0.5
Punishment,MostlyReward,f,1117,2,26,68,0.05,0.5,0.5
Reward,MostlyReward,f,1388,3,27,68,0.05,0.5,0.5
Punishment,MostlyReward,f,1109,4,28,68,0.05,0.5,0.5
Reward,MostlyReward,f,1112,5,29,68,0.05,0.5,0.5
Reward,MostlyReward,f,1371,6,30,68,0.05,0.5,0.5
Reward,MostlyReward,f,1386,7,31,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1106,0,32,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1330,1,33,68,0.05,0.5,0.5
Reward,MostlyPunishment,f,1102,2,34,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1096,3,35,68,0.05,0.5,0.5
Reward,MostlyPunishment,f,1295,4,36,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1100,5,37,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1326,6,38,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1096,7,39,68,0.05,0.5,0.5
Reward,MostlyReward,f,1304,0,40,68,0.05,0.5,0.5
Neutral,MostlyReward,f,1092,1,41,68,0.05,0.5,0.5
Reward,MostlyReward,f,1288,2,42,68,0.05,0.5,0.5
Reward,MostlyReward,f,1329,3,43,68,0.05,0.5,0.5
Reward,MostlyReward,f,1295,4,44,68,0.05,0.5,0.5
Reward,MostlyReward,f,1100,5,45,68,0.05,0.5,0.5
Neutral,MostlyReward,f,1221,6,46,68,0.05,0.5,0.5
Reward,MostlyReward,f,1255,7,47,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1236,0,48,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1280,1,49,68,0.05,0.5,0.5
Reward,MostlyPunishment,f,1088,2,50,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1098,3,51,68,0.05,0.5,0.5
Reward,MostlyPunishment,f,1084,4,52,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1262,5,53,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1241,6,54,68,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1233,7,55,68,0.05,0.5,0.5
Reward,MostlyReward,f,1080,0,56,68,0.05,0.5,0.5
Reward,MostlyReward,f,1273,1,57,68,0.05,0.5,0.5
Punishment,MostlyReward,f,1080,2,58,68,0.05,0.5,0.5
Reward,MostlyReward,f,1080,3,59,68,0.05,0.5,0.5
Punishment,MostlyReward,f,1079,4,60,68,0.05,0.5,0.5
Reward,MostlyReward,f,1237,5,61,68,0.05,0.5,0.5
Reward,MostlyReward,f,1084,6,62,68,0.05,0.5,0.5
Reward,MostlyReward,f,1082,7,63,68,0.05,0.5,0.5
Reward,MostlyReward,f,1084,0,0,69,0.05,0.5,0.5
Reward,MostlyReward,f,1310,1,1,69,0.05,0.5,0.5
Punishment,MostlyReward,f,1219,2,2,69,0.05,0.5,0.5
Reward,MostlyReward,j,1709,3,3,69,0.05,0.5,0.5
Reward,MostlyReward,j,1405,4,4,69,0.05,0.5,0.5
Reward,MostlyReward,f,1213,5,5,69,0.05,0.5,0.5
Neutral,MostlyReward,j,1341,6,6,69,0.05,0.5,0.5
Reward,MostlyReward,j,1323,7,7,69,0.05,0.5,0.5
Reward,MostlyPunishment,j,1245,0,8,69,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1235,1,9,69,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1202,2,10,69,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1225,3,11,69,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1170,4,12,69,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1226,5,13,69,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1224,6,14,69,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1213,7,15,69,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1198,0,16,69,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1161,1,17,69,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1248,2,18,69,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1152,3,19,69,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1236,4,20,69,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1157,5,21,69,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1194,6,22,69,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1152,7,23,69,0.05,0.5,0.5
Reward,MostlyReward,j,1233,0,24,69,0.05,0.5,0.5
Reward,MostlyReward,j,1202,1,25,69,0.05,0.5,0.5
